CasoIndex,Etiqueta,Valor,Raw,Quality
19,Correo Electrónico_3,zzzz@sert.com.co,,
19,Teléfono Oficina_3,602765893,,
19,Calidad_4,VICTIMA,,
19,Documento_4,CEDULA DE CIUDADANIA,,
19,Número documento_4,3338347478,,
19,Nombre_4,ACEVEDO ESTRADA EMILIA ANDREA Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
19,Departamento de notificación_4,,,
19,Municipio de notificación_4,,,
19,Dirección de notificación_4,CALLE 9 CON CARRERA 13,,
19,Teléfono de notificación_4,3557382816,,
19,Teléfono móvil_4,389788992,,
19,Correo Electrónico_4,PEPEXXX@GMAIL.COM,,
19,Teléfono Oficina_4,6014569999,,
19,Calidad_5,,,
19,Documento_5,,,
19,Número documento_5,,,
19,Nombre_5,,,
19,Departamento de notificación_5,,,
19,Municipio de notificación_5,,,
19,Dirección de notificación_5,,,
19,Teléfono de notificación_5,,,
19,Teléfono móvil_5,,,
19,Correo Electrónico_5,,,
19,Teléfono Oficina_5,,,
19,Calidad_6,,,
19,Documento_6,,,
19,Número documento_6,,,
19,Nombre_6,,,
19,Departamento de notificación_6,,,
19,Municipio de notificación_6,,,
19,Dirección de notificación_6,,,
19,Teléfono de notificación_6,,,
19,Teléfono móvil_6,,,
19,Correo Electrónico_6,,,
19,Teléfono Oficina_6,,,
19,Calidad_7,,,
19,Documento_7,,,
19,Número documento_7,,,
19,Nombre_7,,,
19,Departamento de notificación_7,,,
19,Municipio de notificación_7,,,
19,Dirección de notificación_7,,,
19,Teléfono de notificación_7,,,
19,Teléfono móvil_7,,,
19,Correo Electrónico_7,,,
19,Teléfono Oficina_7,,,
20,Caso Noticia,999916099166202411569,999916099166202411569,OK
20,Ley de Aplicabilidad,Ley 906,Ley 906,OK
20,Procedimiento Abreviado?,SI,SI,OK
20,Priorizado,NO,NO,OK
20,Tipo Noticia,QUERELLA,QUERELLA,OK
20,Delito,ESTAFA. ART. 246 C.P. MENOR CUANTIA,ESTAFA. ART. 246 C.P. MENOR CUANTIA,OK
20,Grado Delito,NINGUNO,NINGUNO,OK
20,Caracterización,BIENES MUEBLES,BIENES MUEBLES,OK
20,Modalidad,COMPRA,COMPRA,OK
20,Modo,PERSONAL SUPLANTACIÓN,PERSONAL SUPLANTACIÓN,OK
20,Fecha de los Hechos,08/12/2027 05:23:00,08/12/2027 05:23:00,OK
20,Lugar de los hechos,05001 CALLE 5 No. 72-30 BOGOTÁ,05001 CALLE 5 No. 72-30 BOGOTÁ,OK
20,Relato de los hechos,"¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.","¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.",OK
20,Municipio Fiscal,1 - BOGOTÁ,1 - BOGOTÁ,OK
20,Seccional,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,OK
20,Unidad de Fiscalía,500141034 - UNIDAD ESTAFAS - BOGOTA,500141034 - UNIDAD ESTAFAS - BOGOTA,OK
20,Despacho,333 - FISCALIA 333,333 - FISCALIA 333,OK
20,Estado de la asignación,VIGENTE,VIGENTE,OK
20,Unidad de Enrutamiento,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,OK
20,Estado del caso,ACTIVO,ACTIVO,OK
20,Etapa del caso,QUERELLABLE,QUERELLABLE,OK
20,Calidad_1,DENUNCIANTE,,
20,Documento_1,CEDULA DE CIUDADANIA,,
20,Número documento_1,7778347478,,
20,Nombre_1,ACEVEDO ESTRADA PEDRO MIGUEL Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
20,Departamento de notificación_1,,,
20,Municipio de notificación_1,,,
20,Dirección de notificación_1,CALLE 9 CON CARRERA 13 -56,,
20,Teléfono de notificación_1,3997382816,,
20,Teléfono móvil_1,377788992,,
20,Correo Electrónico_1,ACPMXXX@GMAIL.COM,,
20,Teléfono Oficina_1,6014569977,,
20,Calidad_2,INDICIADO,,
20,Documento_2,CEDULA DE CIUDADANIA,,
20,Número documento_2,8888738290,,
20,Nombre_2,BARRANQUILLA HERNANDEZ CARLOS Departamento de notificación: SANTANDER Municipio de notificación: BUCARAMANGA,,
20,Departamento de notificación_2,,,
20,Municipio de notificación_2,,,
20,Dirección de notificación_2,CARRERA 78 No. 45-28,,
20,Teléfono de notificación_2,6043280987,,
20,Teléfono móvil_2,3225506549,,
20,Correo Electrónico_2,sssss@hotmail.com,,
20,Teléfono Oficina_2,6012347849,,
20,Calidad_3,TESTIGO,,
20,Documento_3,CEDULA DE CIUDADANIA,,
20,Número documento_3,4444770387,,
20,Nombre_3,MESA MOLINA CLAUDI JOHANA Departamento de notificación: QUINDIO Municipio de notificación: ARMENIA,,
20,Departamento de notificación_3,,,
20,Municipio de notificación_3,,,
20,Dirección de notificación_3,DIAGINAL 3 No. 10-28,,
20,Teléfono de notificación_3,6136783425,,
20,Teléfono móvil_3,366634896,,
20,Correo Electrónico_3,zzzz@sert.com.co,,
20,Teléfono Oficina_3,602765893,,
20,Calidad_4,VICTIMA,,
20,Documento_4,CEDULA DE CIUDADANIA,,
20,Número documento_4,3338347478,,
20,Nombre_4,ACEVEDO ESTRADA EMILIA ANDREA Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
20,Departamento de notificación_4,,,
20,Municipio de notificación_4,,,
20,Dirección de notificación_4,CALLE 9 CON CARRERA 13,,
20,Teléfono de notificación_4,3557382816,,
20,Teléfono móvil_4,389788992,,
20,Correo Electrónico_4,PEPEXXX@GMAIL.COM,,
20,Teléfono Oficina_4,6014569999,,
20,Calidad_5,,,
20,Documento_5,,,
20,Número documento_5,,,
20,Nombre_5,,,
20,Departamento de notificación_5,,,
20,Municipio de notificación_5,,,
20,Dirección de notificación_5,,,
20,Teléfono de notificación_5,,,
20,Teléfono móvil_5,,,
20,Correo Electrónico_5,,,
20,Teléfono Oficina_5,,,
20,Calidad_6,,,
20,Documento_6,,,
20,Número documento_6,,,
20,Nombre_6,,,
20,Departamento de notificación_6,,,
20,Municipio de notificación_6,,,
20,Dirección de notificación_6,,,
20,Teléfono de notificación_6,,,
20,Teléfono móvil_6,,,
20,Correo Electrónico_6,,,
20,Teléfono Oficina_6,,,
20,Calidad_7,,,
20,Documento_7,,,
20,Número documento_7,,,
20,Nombre_7,,,
20,Departamento de notificación_7,,,
20,Municipio de notificación_7,,,
20,Dirección de notificación_7,,,
20,Teléfono de notificación_7,,,
20,Teléfono móvil_7,,,
20,Correo Electrónico_7,,,
20,Teléfono Oficina_7,,,
21,Caso Noticia,999916099166202411569,999916099166202411569,OK
21,Ley de Aplicabilidad,Ley 906,Ley 906,OK
21,Procedimiento Abreviado?,SI,SI,OK
21,Priorizado,NO,NO,OK
21,Tipo Noticia,QUERELLA,QUERELLA,OK
21,Delito,ESTAFA. ART. 246 C.P. MENOR CUANTIA,ESTAFA. ART. 246 C.P. MENOR CUANTIA,OK
21,Grado Delito,NINGUNO,NINGUNO,OK
21,Caracterización,BIENES MUEBLES,BIENES MUEBLES,OK
21,Modalidad,COMPRA,COMPRA,OK
21,Modo,PERSONAL SUPLANTACIÓN,PERSONAL SUPLANTACIÓN,OK
21,Fecha de los Hechos,08/12/2027 05:23:00,08/12/2027 05:23:00,OK
21,Lugar de los hechos,05001 CALLE 5 No. 72-30 BOGOTÁ,05001 CALLE 5 No. 72-30 BOGOTÁ,OK
21,Relato de los hechos,"¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.","¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.",OK
21,Municipio Fiscal,1 - BOGOTÁ,1 - BOGOTÁ,OK
21,Seccional,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,OK
21,Unidad de Fiscalía,500141034 - UNIDAD ESTAFAS - BOGOTA,500141034 - UNIDAD ESTAFAS - BOGOTA,OK
21,Despacho,333 - FISCALIA 333,333 - FISCALIA 333,OK
21,Estado de la asignación,VIGENTE,VIGENTE,OK
21,Unidad de Enrutamiento,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,OK
21,Estado del caso,ACTIVO,ACTIVO,OK
21,Etapa del caso,QUERELLABLE,QUERELLABLE,OK
21,Calidad_1,DENUNCIANTE,,
21,Documento_1,CEDULA DE CIUDADANIA,,
21,Número documento_1,7778347478,,
21,Nombre_1,ACEVEDO ESTRADA PEDRO MIGUEL Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
21,Departamento de notificación_1,,,
21,Municipio de notificación_1,,,
21,Dirección de notificación_1,CALLE 9 CON CARRERA 13 -56,,
21,Teléfono de notificación_1,3997382816,,
21,Teléfono móvil_1,377788992,,
21,Correo Electrónico_1,ACPMXXX@GMAIL.COM,,
21,Teléfono Oficina_1,6014569977,,
21,Calidad_2,INDICIADO,,
21,Documento_2,CEDULA DE CIUDADANIA,,
21,Número documento_2,8888738290,,
21,Nombre_2,BARRANQUILLA HERNANDEZ CARLOS Departamento de notificación: SANTANDER Municipio de notificación: BUCARAMANGA,,
21,Departamento de notificación_2,,,
21,Municipio de notificación_2,,,
21,Dirección de notificación_2,CARRERA 78 No. 45-28,,
21,Teléfono de notificación_2,6043280987,,
21,Teléfono móvil_2,3225506549,,
21,Correo Electrónico_2,sssss@hotmail.com,,
21,Teléfono Oficina_2,6012347849,,
21,Calidad_3,TESTIGO,,
21,Documento_3,CEDULA DE CIUDADANIA,,
21,Número documento_3,4444770387,,
21,Nombre_3,MESA MOLINA CLAUDI JOHANA Departamento de notificación: QUINDIO Municipio de notificación: ARMENIA,,
21,Departamento de notificación_3,,,
21,Municipio de notificación_3,,,
21,Dirección de notificación_3,DIAGINAL 3 No. 10-28,,
21,Teléfono de notificación_3,6136783425,,
21,Teléfono móvil_3,366634896,,
21,Correo Electrónico_3,zzzz@sert.com.co,,
21,Teléfono Oficina_3,602765893,,
21,Calidad_4,VICTIMA,,
21,Documento_4,CEDULA DE CIUDADANIA,,
21,Número documento_4,3338347478,,
21,Nombre_4,ACEVEDO ESTRADA EMILIA ANDREA Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
21,Departamento de notificación_4,,,
21,Municipio de notificación_4,,,
21,Dirección de notificación_4,CALLE 9 CON CARRERA 13,,
21,Teléfono de notificación_4,3557382816,,
21,Teléfono móvil_4,389788992,,
21,Correo Electrónico_4,PEPEXXX@GMAIL.COM,,
21,Teléfono Oficina_4,6014569999,,
21,Calidad_5,,,
21,Documento_5,,,
21,Número documento_5,,,
21,Nombre_5,,,
21,Departamento de notificación_5,,,
21,Municipio de notificación_5,,,
21,Dirección de notificación_5,,,
21,Teléfono de notificación_5,,,
21,Teléfono móvil_5,,,
21,Correo Electrónico_5,,,
21,Teléfono Oficina_5,,,
21,Calidad_6,,,
21,Documento_6,,,
21,Número documento_6,,,
21,Nombre_6,,,
21,Departamento de notificación_6,,,
21,Municipio de notificación_6,,,
21,Dirección de notificación_6,,,
21,Teléfono de notificación_6,,,
21,Teléfono móvil_6,,,
21,Correo Electrónico_6,,,
21,Teléfono Oficina_6,,,
21,Calidad_7,,,
21,Documento_7,,,
21,Número documento_7,,,
21,Nombre_7,,,
21,Departamento de notificación_7,,,
21,Municipio de notificación_7,,,
21,Dirección de notificación_7,,,
21,Teléfono de notificación_7,,,
21,Teléfono móvil_7,,,
21,Correo Electrónico_7,,,
21,Teléfono Oficina_7,,,
22,Caso Noticia,999916099166202411569,999916099166202411569,OK
22,Ley de Aplicabilidad,Ley 906,Ley 906,OK
22,Procedimiento Abreviado?,SI,SI,OK
22,Priorizado,NO,NO,OK
22,Tipo Noticia,QUERELLA,QUERELLA,OK
22,Delito,ESTAFA. ART. 246 C.P. MENOR CUANTIA,ESTAFA. ART. 246 C.P. MENOR CUANTIA,OK
22,Grado Delito,NINGUNO,NINGUNO,OK
22,Caracterización,BIENES MUEBLES,BIENES MUEBLES,OK
22,Modalidad,COMPRA,COMPRA,OK
22,Modo,PERSONAL SUPLANTACIÓN,PERSONAL SUPLANTACIÓN,OK
22,Fecha de los Hechos,08/12/2027 05:23:00,08/12/2027 05:23:00,OK
22,Lugar de los hechos,05001 CALLE 5 No. 72-30 BOGOTÁ,05001 CALLE 5 No. 72-30 BOGOTÁ,OK
22,Relato de los hechos,"¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.","¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.",OK
22,Municipio Fiscal,1 - BOGOTÁ,1 - BOGOTÁ,OK
22,Seccional,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,OK
22,Unidad de Fiscalía,500141034 - UNIDAD ESTAFAS - BOGOTA,500141034 - UNIDAD ESTAFAS - BOGOTA,OK
22,Despacho,333 - FISCALIA 333,333 - FISCALIA 333,OK
22,Estado de la asignación,VIGENTE,VIGENTE,OK
22,Unidad de Enrutamiento,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,OK
22,Estado del caso,ACTIVO,ACTIVO,OK
22,Etapa del caso,QUERELLABLE,QUERELLABLE,OK
22,Calidad_1,DENUNCIANTE,,
22,Documento_1,CEDULA DE CIUDADANIA,,
22,Número documento_1,7778347478,,
